merchant_id,merchant_category,total_transactions,total_payment_volume,avg_transaction_amount,failed_transactions,fraud_transactions,chargeback_transactions,failure_rate_pct,fraud_rate_pct,chargeback_rate_pct,merchant_risk_level
MERCH00434,Retail,22,968.46,44.02,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00428,Retail,22,1577.13,71.69,2,0,0,9.09,0.0,0.0,Low Risk
MERCH00427,Retail,29,1512.5,52.16,1,0,0,3.45,0.0,0.0,Low Risk
MERCH00423,Retail,25,1650.88,66.04,3,0,0,12.0,0.0,0.0,Medium Risk
MERCH00421,Retail,21,1211.64,57.7,3,0,0,14.29,0.0,0.0,Medium Risk
MERCH00420,Retail,20,1119.9,56.0,1,0,0,5.0,0.0,0.0,Low Risk
MERCH00419,Grocery,20,1015.75,50.79,2,0,0,10.0,0.0,0.0,Medium Risk
MERCH00417,Restaurant,21,682.63,32.51,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00415,Retail,23,1075.97,46.78,1,0,0,4.35,0.0,0.0,Low Risk
MERCH00415,Grocery,25,1248.81,49.95,1,0,0,4.0,0.0,0.0,Low Risk
MERCH00412,Retail,23,1322.5,57.5,3,0,0,13.04,0.0,0.0,Medium Risk
MERCH00406,Retail,25,1097.86,43.91,3,0,0,12.0,0.0,0.0,Medium Risk
MERCH00405,Grocery,21,1073.28,51.11,1,0,0,4.76,0.0,0.0,Low Risk
MERCH00404,Restaurant,21,1474.5,70.21,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00394,Retail,23,1422.0,61.83,2,0,0,8.7,0.0,0.0,Low Risk
MERCH00391,Restaurant,25,1648.02,65.92,3,0,0,12.0,0.0,0.0,Medium Risk
MERCH00391,Grocery,20,794.45,39.72,2,0,0,10.0,0.0,0.0,Medium Risk
MERCH00390,Retail,31,1724.89,55.64,1,0,0,3.23,0.0,0.0,Low Risk
MERCH00390,Restaurant,21,959.77,45.7,3,0,0,14.29,0.0,0.0,Medium Risk
MERCH00382,Retail,21,845.34,40.25,3,0,0,14.29,0.0,0.0,Medium Risk
MERCH00380,Restaurant,20,1460.45,73.02,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00379,Retail,23,993.78,43.21,1,0,0,4.35,0.0,0.0,Low Risk
MERCH00374,Healthcare,21,946.14,45.05,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00373,Retail,24,1297.95,54.08,3,0,0,12.5,0.0,0.0,Medium Risk
MERCH00371,Restaurant,21,950.79,45.28,1,0,0,4.76,0.0,0.0,Low Risk
MERCH00368,Retail,22,1446.81,65.76,4,0,0,18.18,0.0,0.0,High Risk
MERCH00366,Retail,23,999.6,43.46,4,0,0,17.39,0.0,0.0,High Risk
MERCH00366,Fuel,20,1087.34,54.37,2,0,0,10.0,0.0,0.0,Medium Risk
MERCH00365,Restaurant,20,847.68,42.38,3,0,0,15.0,0.0,0.0,High Risk
MERCH00364,Restaurant,22,1486.25,67.56,2,0,0,9.09,0.0,0.0,Low Risk
MERCH00362,Grocery,20,1290.42,64.52,3,0,0,15.0,0.0,0.0,High Risk
MERCH00361,Retail,22,1439.18,65.42,2,0,0,9.09,0.0,0.0,Low Risk
MERCH00359,Retail,21,1211.76,57.7,2,0,0,9.52,0.0,0.0,Low Risk
MERCH00357,Restaurant,20,677.71,33.89,1,0,0,5.0,0.0,0.0,Low Risk
MERCH00354,Grocery,22,1587.72,72.17,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00353,Retail,22,1687.38,76.7,3,0,0,13.64,0.0,0.0,Medium Risk
MERCH00347,Grocery,20,817.13,40.86,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00346,Retail,26,1147.69,44.14,3,0,0,11.54,0.0,0.0,Medium Risk
MERCH00343,Retail,24,2746.98,114.46,1,0,0,4.17,0.0,0.0,Low Risk
MERCH00343,Restaurant,26,1043.62,40.14,3,0,0,11.54,0.0,0.0,Medium Risk
MERCH00342,Retail,25,1355.41,54.22,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00341,Restaurant,24,1172.47,48.85,4,0,0,16.67,0.0,0.0,High Risk
MERCH00340,Restaurant,20,901.18,45.06,2,0,0,10.0,0.0,0.0,Medium Risk
MERCH00338,Grocery,21,1162.54,55.36,2,0,0,9.52,0.0,0.0,Low Risk
MERCH00337,Retail,25,999.28,39.97,1,0,0,4.0,0.0,0.0,Low Risk
MERCH00335,Retail,25,1338.9,53.56,2,0,0,8.0,0.0,0.0,Low Risk
MERCH00335,Restaurant,24,1345.52,56.06,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00334,Restaurant,20,785.85,39.29,1,0,0,5.0,0.0,0.0,Low Risk
MERCH00329,Retail,23,1196.45,52.02,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00326,Retail,26,1227.37,47.21,8,0,0,30.77,0.0,0.0,High Risk
MERCH00323,Fuel,20,2106.35,105.32,2,0,0,10.0,0.0,0.0,Medium Risk
MERCH00321,Restaurant,20,1232.45,61.62,2,0,0,10.0,0.0,0.0,Medium Risk
MERCH00317,Restaurant,20,1100.79,55.04,2,0,0,10.0,0.0,0.0,Medium Risk
MERCH00313,Retail,21,1002.47,47.74,2,0,0,9.52,0.0,0.0,Low Risk
MERCH00311,Retail,26,1584.06,60.93,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00304,Retail,29,2284.71,78.78,4,0,0,13.79,0.0,0.0,Medium Risk
MERCH00303,Retail,31,1596.9,51.51,3,0,0,9.68,0.0,0.0,Low Risk
MERCH00299,Retail,27,1347.89,49.92,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00289,Retail,20,795.67,39.78,1,0,0,5.0,0.0,0.0,Low Risk
MERCH00289,Restaurant,20,1071.83,53.59,2,0,0,10.0,0.0,0.0,Medium Risk
MERCH00286,Restaurant,20,1487.08,74.35,2,0,0,10.0,0.0,0.0,Medium Risk
MERCH00284,Retail,27,1417.18,52.49,1,0,0,3.7,0.0,0.0,Low Risk
MERCH00282,Retail,20,1247.96,62.4,2,0,0,10.0,0.0,0.0,Medium Risk
MERCH00282,Restaurant,21,1104.81,52.61,1,0,0,4.76,0.0,0.0,Low Risk
MERCH00281,Grocery,25,1294.72,51.79,3,0,0,12.0,0.0,0.0,Medium Risk
MERCH00273,Restaurant,20,797.04,39.85,1,0,0,5.0,0.0,0.0,Low Risk
MERCH00269,Restaurant,21,1038.39,49.45,3,0,0,14.29,0.0,0.0,Medium Risk
MERCH00269,Grocery,23,1218.75,52.99,2,0,0,8.7,0.0,0.0,Low Risk
MERCH00264,Retail,22,1008.86,45.86,2,0,0,9.09,0.0,0.0,Low Risk
MERCH00263,Retail,24,1309.73,54.57,2,0,0,8.33,0.0,0.0,Low Risk
MERCH00263,Restaurant,22,1185.1,53.87,2,0,0,9.09,0.0,0.0,Low Risk
MERCH00262,Restaurant,21,1104.75,52.61,1,0,0,4.76,0.0,0.0,Low Risk
MERCH00258,Retail,22,1037.02,47.14,3,0,0,13.64,0.0,0.0,Medium Risk
MERCH00256,Restaurant,27,2153.09,79.74,3,0,0,11.11,0.0,0.0,Medium Risk
MERCH00254,Retail,21,1166.34,55.54,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00252,Retail,20,778.93,38.95,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00248,Retail,21,861.23,41.01,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00248,Restaurant,20,1299.84,64.99,4,0,0,20.0,0.0,0.0,High Risk
MERCH00247,Retail,24,1225.0,51.04,2,0,0,8.33,0.0,0.0,Low Risk
MERCH00246,Grocery,23,1353.29,58.84,1,0,0,4.35,0.0,0.0,Low Risk
MERCH00244,Retail,21,1017.07,48.43,4,0,0,19.05,0.0,0.0,High Risk
MERCH00241,Restaurant,21,1393.93,66.38,4,0,0,19.05,0.0,0.0,High Risk
MERCH00239,Retail,25,1222.71,48.91,1,0,0,4.0,0.0,0.0,Low Risk
MERCH00236,Retail,27,1038.27,38.45,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00236,Grocery,20,1109.77,55.49,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00233,Retail,24,1032.92,43.04,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00228,Retail,22,935.43,42.52,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00225,Retail,23,1140.58,49.59,1,0,0,4.35,0.0,0.0,Low Risk
MERCH00223,Grocery,20,1404.29,70.21,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00221,Grocery,20,1299.73,64.99,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00220,Restaurant,22,1248.6,56.75,1,0,0,4.55,0.0,0.0,Low Risk
MERCH00218,Retail,30,1434.64,47.82,1,0,0,3.33,0.0,0.0,Low Risk
MERCH00216,Retail,20,937.42,46.87,5,0,0,25.0,0.0,0.0,High Risk
MERCH00216,Grocery,23,1301.02,56.57,2,0,0,8.7,0.0,0.0,Low Risk
MERCH00215,Retail,21,1115.04,53.1,2,0,0,9.52,0.0,0.0,Low Risk
MERCH00213,Restaurant,24,2124.69,88.53,4,0,0,16.67,0.0,0.0,High Risk
MERCH00212,Retail,21,1722.81,82.04,1,0,0,4.76,0.0,0.0,Low Risk
MERCH00208,Restaurant,20,896.21,44.81,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00207,Retail,27,1139.54,42.21,3,0,0,11.11,0.0,0.0,Medium Risk
MERCH00202,Retail,28,1342.83,47.96,2,0,0,7.14,0.0,0.0,Low Risk
MERCH00192,Retail,21,930.38,44.3,1,0,0,4.76,0.0,0.0,Low Risk
MERCH00191,Retail,24,1177.44,49.06,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00186,Restaurant,29,1295.91,44.69,3,0,0,10.34,0.0,0.0,Medium Risk
MERCH00185,Grocery,22,1228.86,55.86,5,0,0,22.73,0.0,0.0,High Risk
MERCH00183,Retail,30,1032.32,34.41,1,0,0,3.33,0.0,0.0,Low Risk
MERCH00183,Restaurant,20,875.61,43.78,1,0,0,5.0,0.0,0.0,Low Risk
MERCH00177,Retail,25,1402.01,56.08,2,0,0,8.0,0.0,0.0,Low Risk
MERCH00177,Restaurant,21,1279.35,60.92,1,0,0,4.76,0.0,0.0,Low Risk
MERCH00175,Restaurant,21,1311.66,62.46,1,0,0,4.76,0.0,0.0,Low Risk
MERCH00172,Retail,22,1431.08,65.05,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00167,Retail,20,1214.75,60.74,2,0,0,10.0,0.0,0.0,Medium Risk
MERCH00166,Retail,21,1103.24,52.54,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00166,Grocery,21,1375.44,65.5,1,0,0,4.76,0.0,0.0,Low Risk
MERCH00164,Retail,22,1672.71,76.03,2,0,0,9.09,0.0,0.0,Low Risk
MERCH00155,Restaurant,23,1245.94,54.17,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00155,Grocery,25,1597.54,63.9,1,0,0,4.0,0.0,0.0,Low Risk
MERCH00151,Grocery,24,1361.91,56.75,2,0,0,8.33,0.0,0.0,Low Risk
MERCH00151,Fuel,24,1090.0,45.42,1,0,0,4.17,0.0,0.0,Low Risk
MERCH00142,Grocery,20,876.53,43.83,2,0,0,10.0,0.0,0.0,Medium Risk
MERCH00141,Grocery,23,800.24,34.79,6,0,0,26.09,0.0,0.0,High Risk
MERCH00140,Retail,23,1486.88,64.65,1,0,0,4.35,0.0,0.0,Low Risk
MERCH00138,Retail,22,1085.5,49.34,1,0,0,4.55,0.0,0.0,Low Risk
MERCH00133,Grocery,23,996.07,43.31,2,0,0,8.7,0.0,0.0,Low Risk
MERCH00132,Restaurant,25,1023.28,40.93,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00131,Retail,27,1703.57,63.1,1,0,0,3.7,0.0,0.0,Low Risk
MERCH00127,Retail,21,1284.9,61.19,2,0,0,9.52,0.0,0.0,Low Risk
MERCH00124,Grocery,25,1084.13,43.37,1,0,0,4.0,0.0,0.0,Low Risk
MERCH00123,Grocery,23,961.21,41.79,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00121,Grocery,22,880.9,40.04,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00119,Retail,23,911.27,39.62,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00118,Retail,28,1704.81,60.89,3,0,0,10.71,0.0,0.0,Medium Risk
MERCH00117,Grocery,29,1775.26,61.22,1,0,0,3.45,0.0,0.0,Low Risk
MERCH00116,Restaurant,24,1624.76,67.7,4,0,0,16.67,0.0,0.0,High Risk
MERCH00112,Retail,25,1582.44,63.3,1,0,0,4.0,0.0,0.0,Low Risk
MERCH00112,Restaurant,20,803.08,40.15,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00110,Grocery,21,828.91,39.47,2,0,0,9.52,0.0,0.0,Low Risk
MERCH00109,Retail,25,1187.28,47.49,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00106,Retail,22,1119.27,50.88,2,0,0,9.09,0.0,0.0,Low Risk
MERCH00104,Retail,20,979.99,49.0,2,0,0,10.0,0.0,0.0,Medium Risk
MERCH00094,Restaurant,22,1085.29,49.33,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00088,Retail,21,1377.27,65.58,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00087,Grocery,20,910.12,45.51,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00086,Retail,26,1526.53,58.71,1,0,0,3.85,0.0,0.0,Low Risk
MERCH00085,Restaurant,23,1458.0,63.39,2,0,0,8.7,0.0,0.0,Low Risk
MERCH00080,Retail,24,1231.59,51.32,1,0,0,4.17,0.0,0.0,Low Risk
MERCH00080,Restaurant,20,922.76,46.14,3,0,0,15.0,0.0,0.0,High Risk
MERCH00079,Grocery,23,1266.66,55.07,2,0,0,8.7,0.0,0.0,Low Risk
MERCH00077,Retail,24,1691.73,70.49,1,0,0,4.17,0.0,0.0,Low Risk
MERCH00076,Restaurant,20,1316.02,65.8,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00073,Retail,30,1758.79,58.63,2,0,0,6.67,0.0,0.0,Low Risk
MERCH00070,Retail,21,953.07,45.38,2,0,0,9.52,0.0,0.0,Low Risk
MERCH00068,Retail,23,1718.82,74.73,1,0,0,4.35,0.0,0.0,Low Risk
MERCH00068,Restaurant,21,1684.58,80.22,2,0,0,9.52,0.0,0.0,Low Risk
MERCH00067,Retail,33,1937.08,58.7,5,0,0,15.15,0.0,0.0,High Risk
MERCH00062,Restaurant,21,892.66,42.51,4,0,0,19.05,0.0,0.0,High Risk
MERCH00061,Retail,21,1352.84,64.42,3,0,0,14.29,0.0,0.0,Medium Risk
MERCH00061,Restaurant,20,1308.03,65.4,2,0,0,10.0,0.0,0.0,Medium Risk
MERCH00060,Retail,20,1088.46,54.42,2,0,0,10.0,0.0,0.0,Medium Risk
MERCH00057,Grocery,25,1249.25,49.97,2,0,0,8.0,0.0,0.0,Low Risk
MERCH00056,Retail,22,563.5,25.61,1,0,0,4.55,0.0,0.0,Low Risk
MERCH00053,Retail,21,999.27,47.58,1,0,0,4.76,0.0,0.0,Low Risk
MERCH00051,Retail,22,730.93,33.22,1,0,0,4.55,0.0,0.0,Low Risk
MERCH00050,Retail,21,1056.55,50.31,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00049,Grocery,22,911.49,41.43,2,0,0,9.09,0.0,0.0,Low Risk
MERCH00046,Restaurant,21,1080.45,51.45,1,0,0,4.76,0.0,0.0,Low Risk
MERCH00044,Retail,23,1259.56,54.76,1,0,0,4.35,0.0,0.0,Low Risk
MERCH00044,Grocery,20,783.69,39.18,1,0,0,5.0,0.0,0.0,Low Risk
MERCH00039,Retail,25,1197.3,47.89,1,0,0,4.0,0.0,0.0,Low Risk
MERCH00039,Restaurant,20,678.81,33.94,2,0,0,10.0,0.0,0.0,Medium Risk
MERCH00037,Retail,27,1388.57,51.43,0,0,0,0.0,0.0,0.0,Low Risk
MERCH00035,Retail,27,922.7,34.17,2,0,0,7.41,0.0,0.0,Low Risk
MERCH00033,Retail,21,1639.42,78.07,1,0,0,4.76,0.0,0.0,Low Risk
MERCH00032,Restaurant,22,975.23,44.33,4,0,0,18.18,0.0,0.0,High Risk
MERCH00031,Retail,23,993.99,43.22,2,0,0,8.7,0.0,0.0,Low Risk
MERCH00028,Retail,25,1398.39,55.94,1,0,0,4.0,0.0,0.0,Low Risk
MERCH00022,Restaurant,21,1221.11,58.15,5,0,0,23.81,0.0,0.0,High Risk
MERCH00021,Retail,21,1204.98,57.38,2,0,0,9.52,0.0,0.0,Low Risk
MERCH00017,Retail,21,914.2,43.53,3,0,0,14.29,0.0,0.0,Medium Risk
MERCH00016,Retail,24,1017.75,42.41,1,0,0,4.17,0.0,0.0,Low Risk
MERCH00016,Restaurant,25,1368.26,54.73,1,0,0,4.0,0.0,0.0,Low Risk
MERCH00015,Retail,21,949.6,45.22,2,0,0,9.52,0.0,0.0,Low Risk
MERCH00014,Retail,24,1457.61,60.73,1,0,0,4.17,0.0,0.0,Low Risk
MERCH00008,Retail,20,928.7,46.44,2,0,0,10.0,0.0,0.0,Medium Risk
MERCH00005,Retail,23,1321.86,57.47,1,0,0,4.35,0.0,0.0,Low Risk
MERCH00001,Grocery,20,564.51,28.23,1,0,0,5.0,0.0,0.0,Low Risk
